,dt
4296,2023-09-06
4297,2023-09-08
4298,2023-09-09
4299,2023-09-10
4300,2023-09-11
4301,2023-09-12
4302,2023-09-13
4303,2023-09-14
4304,2023-09-15
4305,2023-09-17
4306,2023-09-18
4307,2023-09-19
4308,2023-09-20
4309,2023-09-21
4310,2023-09-22
4311,2023-09-23
4312,2023-09-24
4313,2023-09-25
4314,2023-09-26
4315,2023-09-27
4316,2023-09-28
4317,2023-09-30
4318,2023-10-02
4319,2023-10-03
4320,2023-10-05
4321,2023-10-08
4322,2023-10-09
4323,2023-10-11
4324,2023-10-12
4325,2023-10-13
4326,2023-10-15
4327,2023-10-16
4328,2023-10-18
4329,2023-10-19
4330,2023-10-20
4331,2023-10-21
4332,2023-10-22
4333,2023-10-23
4334,2023-10-24
4335,2023-10-25
4336,2023-10-26
4337,2023-10-27
4338,2023-10-28
4339,2023-10-29
4340,2023-10-30
4341,2023-10-31
4342,2023-11-02
4343,2023-11-03
4344,2023-11-04
4345,2023-11-05
4346,2023-11-06
4347,2023-11-07
4348,2023-11-10
4349,2023-11-11
4350,2023-11-12
4351,2023-11-13
4352,2023-11-14
4353,2023-11-16
4354,2023-11-17
4355,2023-11-18
4356,2023-11-19
4357,2023-11-20
4358,2023-11-22
4359,2023-11-23
4360,2023-11-25
4361,2023-11-28
4362,2023-11-29
4363,2023-11-30
4364,2023-12-02
4365,2023-12-03
4366,2023-12-04
4367,2023-12-06
4368,2023-12-07
4369,2023-12-08
4370,2023-12-09
4371,2023-12-10
4372,2023-12-11
4373,2023-12-12
4374,2023-12-13
4375,2023-12-14
4376,2023-12-15
4377,2023-12-16
4378,2023-12-17
4379,2023-12-18
4380,2023-12-19
4381,2023-12-20
4382,2023-12-21
4383,2023-12-22
4384,2023-12-23
4385,2023-12-24
4386,2023-12-25
4387,2023-12-26
4388,2023-12-28
4389,2023-12-30
