,id,account_id,dttm,amt
9912,1534,7,2013-09-10 05:36:31,-106.8
5953,1535,15,2013-09-14 13:59:57,111.44
7523,1536,36,2013-09-15 15:37:17,973.28
7858,1537,7,2013-09-15 21:53:02,-809.85
4643,1538,36,2013-09-16 19:28:36,511.63
7971,1539,27,2013-09-17 02:15:41,-319.58
6313,1540,65,2013-09-17 13:55:51,-261.54
3746,1541,62,2013-09-18 05:23:16,828.57
6523,1542,86,2013-09-18 20:46:05,-16.29
613,1543,20,2013-09-19 08:14:09,402.17
1475,1544,36,2013-09-19 13:36:32,113.69
6221,1545,36,2013-09-21 16:52:39,71.9
3418,1546,7,2013-09-21 22:16:20,-254.72
2100,1547,28,2013-09-22 00:45:33,197.78
3395,1548,7,2013-09-25 00:27:01,-120.24
10013,1549,76,2013-09-25 15:09:16,-816.85
219,1550,65,2013-09-28 22:46:36,397.36
1753,1551,62,2013-09-30 11:54:03,-208.74
2570,1552,70,2013-09-30 20:35:16,361.01
10054,1553,76,2013-10-01 22:24:02,151.43
6287,1554,20,2013-10-02 00:23:55,816.52
8426,1555,54,2013-10-02 08:43:51,917.81
5113,1556,89,2013-10-02 11:37:37,645.43
4395,1557,70,2013-10-02 13:47:00,-169.19
7428,1558,65,2013-10-03 03:33:07,-171.79
6514,1559,20,2013-10-03 03:45:10,720.07
5817,1560,54,2013-10-03 12:43:13,-629.88
3932,1561,7,2013-10-03 15:28:35,23.8
4092,1562,28,2013-10-05 03:06:41,97.06
6765,1563,96,2013-10-05 17:53:35,-473.26
5654,1564,15,2013-10-06 07:03:48,-959.74
7831,1565,98,2013-10-06 07:34:52,315.33
2522,1566,98,2013-10-07 05:03:39,-721.29
4729,1567,54,2013-10-07 10:17:20,376.47
9824,1568,54,2013-10-07 13:37:53,-627.85
6673,1569,7,2013-10-09 07:24:02,54.7
9465,1570,70,2013-10-09 08:24:59,-915.48
4669,1571,56,2013-10-09 09:54:07,653.42
4266,1572,65,2013-10-10 05:43:59,-856.3
8667,1573,56,2013-10-10 17:33:37,380.55
2969,1574,62,2013-10-11 06:43:03,-109.72
1821,1575,65,2013-10-11 11:09:00,-924.08
4515,1576,54,2013-10-12 07:43:03,-180.08
7297,1577,36,2013-10-13 21:48:29,-396.49
8360,1578,7,2013-10-14 14:12:38,150.9
9909,1579,27,2013-10-14 22:31:22,451.98
77,1580,78,2013-10-15 00:00:00,0.0
3988,1581,65,2013-10-15 02:08:30,164.78
4673,1582,27,2013-10-17 12:13:18,327.38
8099,1583,20,2013-10-17 15:02:58,-770.54
6218,1584,78,2013-10-17 18:58:20,495.72
9566,1585,7,2013-10-18 08:55:48,-66.5
4338,1586,89,2013-10-18 14:05:16,374.53
1566,1587,74,2013-10-18 15:39:50,-121.86
1787,1588,65,2013-10-20 03:20:46,-390.99
6898,1589,15,2013-10-20 18:28:01,281.81
5837,1590,70,2013-10-21 07:23:53,-878.28
7985,1591,65,2013-10-21 07:42:34,517.98
8292,1592,78,2013-10-21 16:59:05,-153.91
1561,1593,76,2013-10-21 21:43:49,424.63
6192,1594,70,2013-10-22 03:35:48,-520.69
7884,1595,38,2013-10-22 22:16:31,-622.96
2075,1596,78,2013-10-24 01:45:51,596.43
4910,1597,78,2013-10-24 10:48:36,-250.0
8922,1598,78,2013-10-26 12:19:45,-139.51
5122,1599,54,2013-10-27 04:35:43,485.6
325,1600,62,2013-10-27 05:04:37,990.65
3979,1601,65,2013-10-27 16:13:52,-706.22
2136,1602,78,2013-10-28 18:31:01,-903.41
7051,1603,78,2013-10-30 02:41:19,433.95
7449,1604,78,2013-10-30 12:50:05,950.84
6463,1605,78,2013-10-30 16:14:16,-346.74
2583,1606,78,2013-11-01 05:31:06,-188.51
6247,1607,78,2013-11-01 16:32:15,973.65
4682,1608,78,2013-11-02 09:59:12,-991.74
1535,1609,54,2013-11-03 06:17:22,-194.67
4953,1610,65,2013-11-05 11:21:21,-19.4
7445,1611,70,2013-11-06 01:05:40,-828.87
9411,1612,7,2013-11-07 03:30:34,364.6
5185,1613,36,2013-11-08 00:42:57,-868.74
9478,1614,36,2013-11-08 16:48:58,-629.99
2548,1615,65,2013-11-08 17:15:38,-70.14
3139,1616,38,2013-11-09 00:40:11,904.38
8216,1617,36,2013-11-09 21:09:27,-639.84
2029,1618,36,2013-11-09 23:19:17,-822.4
1113,1619,78,2013-11-10 00:27:22,840.26
7803,1620,78,2013-11-11 06:47:17,-623.08
283,1621,7,2013-11-13 01:25:15,436.06
7050,1622,69,2013-11-14 00:52:27,770.01
3791,1623,78,2013-11-14 09:38:33,617.14
3408,1624,78,2013-11-14 21:14:32,-198.77
5650,1625,7,2013-11-15 17:57:51,-883.91
4198,1626,54,2013-11-15 18:13:11,-579.48
7269,1627,27,2013-11-16 00:43:34,-217.67
9851,1628,78,2013-11-16 07:50:01,-424.33
6527,1629,76,2013-11-16 10:07:42,764.82
2881,1630,76,2013-11-16 14:21:20,196.8
4365,1631,96,2013-11-17 16:05:48,407.76
7731,1632,27,2013-11-18 16:16:31,187.48
9359,1633,78,2013-11-19 10:30:53,156.37
9466,1634,62,2013-11-19 13:14:09,131.56
8194,1635,70,2013-11-19 21:21:14,651.82
3674,1636,54,2013-11-21 16:03:01,-764.78
324,1637,70,2013-11-21 20:43:33,771.65
1752,1638,98,2013-11-21 21:33:57,107.48
7870,1639,65,2013-11-22 14:47:53,744.38
1198,1640,65,2013-11-22 23:44:48,-356.44
794,1641,65,2013-11-24 07:23:50,91.85
3309,1642,78,2013-11-24 10:48:26,-437.34
1549,1643,78,2013-11-24 15:10:44,-425.15
1422,1644,78,2013-11-24 17:17:34,-689.25
7977,1645,50,2013-11-24 22:44:50,180.71
6889,1646,7,2013-11-25 03:00:40,-609.51
937,1647,78,2013-11-25 04:12:56,-717.14
2958,1648,70,2013-11-25 10:31:07,-500.53
9233,1649,78,2013-11-25 11:05:00,420.23
8766,1650,50,2013-11-25 12:44:57,-626.33
7257,1651,89,2013-11-25 20:24:55,-142.05
6990,1652,15,2013-11-26 01:18:08,-588.73
9464,1653,65,2013-11-26 07:05:41,137.88
1957,1654,69,2013-11-27 02:52:31,-286.25
5043,1655,65,2013-11-27 12:51:27,683.82
4630,1656,98,2013-11-28 02:28:39,-408.94
8432,1657,78,2013-11-28 20:24:27,-601.94
1541,1658,36,2013-11-28 22:21:18,518.25
6786,1659,96,2013-11-29 15:32:33,-95.71
3869,1660,78,2013-11-29 16:15:40,-765.94
8881,1661,54,2013-11-29 20:49:53,147.71
3423,1662,54,2013-11-30 03:31:47,434.57
6606,1663,86,2013-11-30 13:47:02,557.48
5112,1664,78,2013-11-30 14:10:41,-871.89
213,1665,54,2013-12-01 01:57:05,-115.36
9714,1666,78,2013-12-01 07:18:36,-768.75
2372,1667,36,2013-12-01 18:02:51,298.03
9125,1668,70,2013-12-02 03:34:53,-980.55
4660,1669,7,2013-12-02 13:14:04,44.66
1087,1670,36,2013-12-03 00:18:18,691.32
3956,1671,86,2013-12-03 00:57:24,950.83
8055,1672,54,2013-12-03 04:03:55,-97.86
3989,1673,65,2013-12-03 17:33:45,-886.18
5904,1674,96,2013-12-03 19:54:52,-496.21
702,1675,65,2013-12-04 15:14:40,254.68
4207,1676,65,2013-12-05 06:51:23,943.19
3929,1677,62,2013-12-05 20:14:31,219.2
523,1678,62,2013-12-07 06:50:19,103.84
2266,1679,78,2013-12-11 09:15:37,61.1
5396,1680,78,2013-12-12 03:12:35,-949.38
5614,1681,69,2013-12-13 17:10:46,-819.71
364,1682,78,2013-12-13 17:14:35,-963.86
7372,1683,98,2013-12-14 15:37:50,-144.37
4628,1684,70,2013-12-16 10:56:57,-514.41
5317,1685,78,2013-12-16 16:45:11,-519.85
8247,1686,54,2013-12-16 18:08:44,67.48
9570,1687,20,2013-12-17 01:12:52,-489.27
4684,1688,15,2013-12-17 05:15:36,140.52
3861,1689,74,2013-12-17 07:11:14,-554.59
2558,1690,65,2013-12-17 16:33:08,336.28
6502,1691,91,2013-12-18 16:00:43,679.21
2795,1692,28,2013-12-19 02:31:52,189.01
4526,1693,65,2013-12-20 00:04:13,-758.59
6011,1694,65,2013-12-20 08:54:07,-739.45
9400,1695,78,2013-12-20 09:16:03,-662.73
5940,1696,78,2013-12-20 12:44:21,-616.7
8644,1697,78,2013-12-21 04:22:12,-473.61
5084,1698,7,2013-12-21 08:11:16,870.7
7627,1699,78,2013-12-21 18:58:53,-524.06
9654,1700,78,2013-12-21 23:21:04,131.7
67,1701,68,2013-12-24 00:00:00,0.0
1599,1702,36,2013-12-25 13:24:39,-666.08
1896,1703,78,2013-12-25 19:44:19,-102.82
5775,1704,36,2013-12-27 04:38:33,466.15
6895,1705,70,2013-12-27 06:56:22,697.72
6134,1706,7,2013-12-27 07:25:47,-606.39
9663,1707,65,2013-12-27 14:48:06,-616.72
7515,1708,78,2013-12-27 19:33:41,-14.5
395,1709,65,2013-12-28 01:49:44,820.49
5503,1710,96,2013-12-28 20:47:23,-776.21
2624,1711,78,2013-12-29 05:46:46,-179.68
5190,1712,69,2013-12-29 14:30:55,301.37
8355,1713,78,2013-12-29 18:04:38,13.99
2359,1714,78,2013-12-29 18:12:33,406.22
654,1715,78,2013-12-29 21:18:39,502.59
5321,1716,78,2013-12-30 01:58:07,-965.79
950,1717,28,2013-12-30 23:11:16,-454.59
8336,1718,70,2013-12-31 07:09:25,-159.76
2513,1719,20,2013-12-31 07:27:27,-698.18
8756,1720,62,2014-01-02 01:42:45,370.34
50,1721,51,2014-01-03 00:00:00,0.0
2645,1722,36,2014-01-03 12:24:47,561.18
1517,1723,78,2014-01-05 07:35:34,-100.06
1070,1724,76,2014-01-05 16:27:51,816.78
1587,1725,78,2014-01-05 21:04:24,676.73
8659,1726,78,2014-01-05 23:08:18,-447.51
8089,1727,98,2014-01-06 03:18:31,815.98
586,1728,36,2014-01-06 05:38:54,51.8
1816,1729,7,2014-01-06 11:37:50,-991.39
387,1730,65,2014-01-06 14:31:55,982.75
8376,1731,50,2014-01-06 15:58:39,-633.66
5915,1732,70,2014-01-06 15:59:55,113.56
1630,1733,78,2014-01-06 17:48:43,904.09
9225,1734,54,2014-01-08 08:59:26,762.15
5856,1735,65,2014-01-08 15:45:18,549.69
4404,1736,65,2014-01-08 21:30:18,782.79
7812,1737,70,2014-01-09 19:21:53,917.87
540,1738,78,2014-01-09 21:28:00,325.76
8721,1739,7,2014-01-11 05:55:32,235.08
5998,1740,89,2014-01-12 00:19:32,-407.91
8518,1741,36,2014-01-12 14:31:13,979.96
6435,1742,78,2014-01-12 22:02:37,-747.91
3074,1743,65,2014-01-13 14:36:45,308.52
4134,1744,78,2014-01-13 15:20:36,650.96
1449,1745,70,2014-01-13 22:23:11,450.17
9874,1746,96,2014-01-14 18:51:20,491.29
8,1747,9,2014-01-15 00:00:00,0.0
1986,1748,70,2014-01-15 23:30:46,-772.43
3726,1749,9,2014-01-16 15:13:13,-844.26
119,1750,78,2014-01-16 19:51:19,-386.75
7836,1751,96,2014-01-16 23:35:13,587.61
156,1752,50,2014-01-16 23:35:35,209.05
3340,1753,54,2014-01-17 04:29:50,48.33
9785,1754,78,2014-01-17 07:33:52,489.41
8309,1755,78,2014-01-17 17:05:23,-545.94
1617,1756,51,2014-01-17 20:59:56,189.98
475,1757,98,2014-01-18 00:14:06,170.51
3329,1758,70,2014-01-18 05:50:12,-310.76
6286,1759,9,2014-01-19 19:07:54,-113.22
2739,1760,78,2014-01-19 21:00:52,-400.81
4491,1761,65,2014-01-20 01:54:24,857.46
1869,1762,9,2014-01-20 02:01:38,-752.37
3963,1763,78,2014-01-20 10:50:55,688.71
2549,1764,9,2014-01-21 14:08:23,254.47
4139,1765,20,2014-01-21 23:35:37,-502.12
6587,1766,69,2014-01-22 04:58:33,-794.63
3646,1767,78,2014-01-22 10:53:13,84.85
8953,1768,78,2014-01-23 02:59:07,213.85
5661,1769,78,2014-01-23 08:45:45,227.42
7864,1770,20,2014-01-23 09:18:27,-531.85
3658,1771,9,2014-01-24 08:18:40,696.47
8503,1772,70,2014-01-24 18:21:15,978.3
5014,1773,36,2014-01-25 17:15:46,679.0
4065,1774,36,2014-01-26 13:20:54,-550.06
5316,1775,9,2014-01-26 19:04:59,501.05
9036,1776,78,2014-01-26 19:51:13,-651.53
944,1777,78,2014-01-27 07:28:20,298.6
5121,1778,78,2014-01-27 12:49:11,189.02
9351,1779,7,2014-01-27 13:07:46,-206.5
2673,1780,78,2014-01-28 07:13:15,-630.79
9229,1781,9,2014-01-28 14:51:50,-32.52
3761,1782,9,2014-01-28 20:18:49,-240.54
6738,1783,51,2014-01-29 02:45:02,-459.39
8996,1784,76,2014-01-29 06:44:03,-312.74
2623,1785,9,2014-01-29 08:23:27,106.48
2014,1786,65,2014-01-29 13:28:19,-367.27
6426,1787,96,2014-01-30 10:51:20,180.7
9984,1788,76,2014-01-30 14:41:01,-680.75
4787,1789,9,2014-01-30 20:04:47,-82.12
9728,1790,78,2014-01-31 17:16:48,992.92
7275,1791,70,2014-01-31 20:11:49,255.72
9358,1792,65,2014-01-31 21:08:43,-750.5
1179,1793,38,2014-02-01 08:54:37,424.93
5586,1794,36,2014-02-01 14:48:07,768.02
6557,1795,78,2014-02-02 00:36:34,835.24
4927,1796,9,2014-02-02 06:51:54,941.98
9843,1797,65,2014-02-02 11:49:51,-984.64
8695,1798,78,2014-02-02 12:47:32,-100.2
712,1799,36,2014-02-02 16:47:38,-829.17
1300,1800,78,2014-02-02 17:26:44,110.88
8646,1801,70,2014-02-03 12:57:27,99.92
1035,1802,78,2014-02-05 07:33:24,-634.55
4679,1803,9,2014-02-05 07:36:44,-773.62
7465,1804,51,2014-02-05 12:08:37,-124.86
2421,1805,7,2014-02-07 00:43:45,487.48
8822,1806,15,2014-02-07 01:06:07,-175.46
7551,1807,9,2014-02-07 04:01:42,558.17
669,1808,78,2014-02-07 09:04:41,607.74
9992,1809,89,2014-02-07 14:57:42,241.76
1078,1810,62,2014-02-08 08:24:32,614.81
5636,1811,27,2014-02-08 16:30:50,611.04
485,1812,78,2014-02-08 18:20:27,647.94
4947,1813,98,2014-02-09 02:16:57,-962.93
7065,1814,78,2014-02-09 02:48:32,938.85
9893,1815,56,2014-02-09 02:54:35,-705.24
5962,1816,70,2014-02-09 07:34:57,-946.1
10062,1817,7,2014-02-09 10:32:14,884.66
569,1818,9,2014-02-09 10:36:10,-626.48
8408,1819,7,2014-02-09 11:29:27,768.36
5108,1820,62,2014-02-10 01:38:37,896.52
826,1821,36,2014-02-10 11:11:43,-172.36
7173,1822,54,2014-02-10 20:28:47,-729.42
7218,1823,56,2014-02-11 12:23:15,938.65
7068,1824,70,2014-02-11 13:01:56,-961.86
2496,1825,38,2014-02-11 14:21:05,634.83
6364,1826,78,2014-02-11 18:55:05,321.88
711,1827,15,2014-02-12 17:10:57,-169.79
3671,1828,76,2014-02-13 17:19:33,-798.23
1638,1829,56,2014-02-13 18:58:30,-451.37
8784,1830,78,2014-02-13 22:49:36,84.61
15,1831,16,2014-02-17 00:00:00,0.0
5512,1832,78,2014-02-17 04:13:52,215.09
9708,1833,65,2014-02-17 11:10:19,-235.31
9812,1834,51,2014-02-17 20:36:01,-351.76
1701,1835,68,2014-02-18 00:38:57,-557.76
6937,1836,76,2014-02-18 14:15:18,283.23
9260,1837,7,2014-02-18 19:38:49,-292.97
3222,1838,9,2014-02-19 10:00:19,-497.84
8620,1839,76,2014-02-19 22:06:21,-933.43
5075,1840,9,2014-02-20 13:27:23,886.08
8776,1841,96,2014-02-21 10:27:19,-262.21
4940,1842,54,2014-02-21 19:47:04,473.98
8549,1843,20,2014-02-22 00:46:49,-553.01
7165,1844,16,2014-02-22 11:10:54,-375.26
4255,1845,70,2014-02-22 19:20:52,-794.53
5194,1846,9,2014-02-22 23:11:51,920.04
4120,1847,9,2014-02-23 01:07:44,912.55
5854,1848,96,2014-02-23 09:44:05,320.58
2786,1849,76,2014-02-24 12:36:39,556.32
5225,1850,9,2014-02-24 21:18:04,969.14
3037,1851,65,2014-02-25 10:47:54,541.94
8941,1852,65,2014-02-25 17:53:44,-31.87
5610,1853,54,2014-02-25 22:06:27,835.92
8979,1854,9,2014-02-26 06:02:06,-455.46
2627,1855,78,2014-02-26 16:53:50,-586.76
8810,1856,89,2014-02-28 04:10:36,451.81
2516,1857,70,2014-02-28 05:08:11,-330.24
7438,1858,78,2014-03-01 15:28:50,810.04
8135,1859,78,2014-03-01 18:41:36,-631.33
8609,1860,9,2014-03-02 04:18:56,-674.25
9933,1861,15,2014-03-02 07:36:17,106.53
6766,1862,7,2014-03-02 09:49:50,-523.87
8296,1863,89,2014-03-03 03:58:18,-430.9
7668,1864,36,2014-03-03 05:00:11,585.14
1722,1865,78,2014-03-03 07:50:47,-165.55
2188,1866,78,2014-03-04 16:41:37,-607.47
7398,1867,78,2014-03-04 22:50:53,341.04
8323,1868,78,2014-03-05 09:27:52,547.98
4996,1869,9,2014-03-05 14:07:53,-300.72
4678,1870,70,2014-03-05 15:32:18,-866.03
1775,1871,9,2014-03-05 16:13:59,518.47
4304,1872,7,2014-03-05 17:59:04,-662.97
5550,1873,9,2014-03-05 22:49:01,896.01
4516,1874,28,2014-03-07 23:01:14,772.54
8307,1875,70,2014-03-08 06:30:40,562.21
2154,1876,56,2014-03-08 09:19:09,-563.31
2405,1877,78,2014-03-08 19:33:06,986.67
1668,1878,78,2014-03-09 13:38:17,-766.76
8561,1879,54,2014-03-09 14:35:55,29.46
9076,1880,9,2014-03-09 23:57:24,-339.89
2698,1881,78,2014-03-10 00:25:06,-208.35
617,1882,9,2014-03-10 04:24:25,657.7
1663,1883,78,2014-03-10 14:54:47,825.2
105,1884,78,2014-03-10 18:36:30,900.4
6578,1885,38,2014-03-10 23:40:01,450.69
508,1886,89,2014-03-11 17:59:03,612.02
7800,1887,98,2014-03-12 04:57:02,-308.38
9881,1888,91,2014-03-12 10:50:51,71.89
9281,1889,54,2014-03-12 12:05:51,580.6
6887,1890,9,2014-03-12 21:30:24,880.01
8416,1891,36,2014-03-12 22:48:43,-881.13
9191,1892,78,2014-03-12 23:34:44,439.74
9187,1893,7,2014-03-13 10:20:15,32.21
766,1894,91,2014-03-13 11:57:24,733.96
4666,1895,78,2014-03-13 16:35:11,231.91
10090,1896,36,2014-03-14 00:12:19,-203.98
10041,1897,78,2014-03-14 00:46:03,-862.61
2306,1898,78,2014-03-14 05:56:33,-77.77
114,1899,69,2014-03-14 06:43:35,168.94
9711,1900,20,2014-03-14 13:52:04,447.86
8284,1901,78,2014-03-16 07:27:33,-858.45
1177,1902,89,2014-03-17 08:52:47,681.69
9034,1903,7,2014-03-18 00:40:54,-259.27
8372,1904,70,2014-03-18 02:15:33,56.6
9286,1905,89,2014-03-19 01:37:29,972.15
5487,1906,86,2014-03-19 17:18:15,-175.84
5521,1907,38,2014-03-20 05:18:36,939.35
1829,1908,36,2014-03-20 15:39:20,160.3
8730,1909,91,2014-03-22 17:55:21,-393.59
4879,1910,69,2014-03-25 22:21:52,-793.31
2882,1911,68,2014-03-27 07:58:15,-281.28
4852,1912,7,2014-03-27 14:52:27,525.42
6238,1913,15,2014-03-27 18:03:40,-25.4
2253,1914,54,2014-03-27 23:47:40,-754.38
5117,1915,27,2014-03-29 06:52:09,-170.31
9530,1916,68,2014-03-29 07:03:59,-37.64
8642,1917,65,2014-03-30 03:34:41,584.94
4294,1918,69,2014-03-30 14:00:17,-534.54
2149,1919,36,2014-03-31 11:31:02,927.21
2808,1920,56,2014-03-31 17:28:17,-564.95
5228,1921,16,2014-03-31 18:33:22,-446.28
2690,1922,16,2014-03-31 19:40:59,-932.57
7325,1923,70,2014-03-31 20:21:49,-48.13
9227,1924,9,2014-04-01 08:14:49,966.77
1001,1925,70,2014-04-01 15:38:04,-884.84
4381,1926,68,2014-04-02 03:34:45,482.68
2110,1927,9,2014-04-02 10:40:01,343.62
1603,1928,56,2014-04-03 14:25:50,211.65
4905,1929,89,2014-04-03 16:12:15,43.09
5885,1930,36,2014-04-06 06:52:59,610.25
2385,1931,86,2014-04-07 15:12:35,-369.22
1556,1932,96,2014-04-07 23:00:43,-207.7
6636,1933,36,2014-04-09 13:36:00,-926.91
795,1934,54,2014-04-11 06:18:45,669.15
7355,1935,9,2014-04-11 10:07:53,464.96
3644,1936,9,2014-04-11 11:30:10,-488.51
2134,1937,15,2014-04-13 14:17:07,176.0
1018,1938,15,2014-04-13 14:24:40,56.1
7014,1939,69,2014-04-13 14:26:46,877.62
2067,1940,50,2014-04-14 05:47:37,117.07
2578,1941,28,2014-04-14 08:55:33,266.68
3862,1942,62,2014-04-14 12:39:03,-110.14
9221,1943,7,2014-04-14 21:24:55,285.36
81,1944,82,2014-04-15 00:00:00,0.0
8887,1945,51,2014-04-15 01:40:11,854.06
8158,1946,54,2014-04-15 10:12:10,564.03
3043,1947,91,2014-04-15 13:13:00,156.04
9063,1948,38,2014-04-15 21:47:56,-930.54
7229,1949,28,2014-04-16 08:28:27,-701.65
8754,1950,51,2014-04-16 11:10:34,984.27
9148,1951,27,2014-04-17 04:17:02,-832.54
117,1952,96,2014-04-17 19:56:09,840.87
4534,1953,96,2014-04-18 04:12:46,597.41
1770,1954,62,2014-04-18 23:47:15,168.95
7983,1955,15,2014-04-19 05:21:06,600.84
1162,1956,65,2014-04-20 10:05:52,746.74
8765,1957,82,2014-04-21 07:08:13,208.89
577,1958,9,2014-04-21 12:28:05,-205.59
7239,1959,68,2014-04-22 16:28:14,34.9
1301,1960,91,2014-04-25 17:44:40,997.41
4529,1961,36,2014-04-26 07:26:11,-647.67
8381,1962,76,2014-04-26 19:53:37,47.63
5034,1963,54,2014-04-26 20:36:55,-324.02
4845,1964,7,2014-04-28 11:21:54,-763.7
1160,1965,70,2014-04-29 06:26:29,-764.13
9925,1966,82,2014-04-29 14:54:42,104.08
2041,1967,65,2014-04-30 04:12:42,-57.19
8938,1968,54,2014-04-30 14:50:34,-217.62
9546,1969,70,2014-04-30 20:51:44,569.35
2089,1970,15,2014-05-01 07:34:28,-782.09
600,1971,9,2014-05-01 09:54:54,-953.43
5627,1972,76,2014-05-01 17:36:55,-149.6
1272,1973,96,2014-05-03 17:31:59,-233.85
4558,1974,38,2014-05-03 22:49:20,-935.68
8916,1975,9,2014-05-07 12:46:09,451.61
3303,1976,91,2014-05-07 19:22:01,455.71
1012,1977,82,2014-05-07 20:31:20,195.67
2602,1978,15,2014-05-08 02:03:12,396.37
9387,1979,62,2014-05-08 12:32:53,162.7
9747,1980,9,2014-05-09 04:23:29,-733.45
6202,1981,9,2014-05-09 10:25:41,-450.61
459,1982,28,2014-05-09 13:04:59,926.99
3025,1983,9,2014-05-10 12:41:07,-969.71
3441,1984,7,2014-05-10 13:56:07,823.33
8818,1985,7,2014-05-10 17:33:55,-905.41
2662,1986,9,2014-05-10 22:12:13,192.53
6608,1987,65,2014-05-11 13:26:22,345.99
685,1988,36,2014-05-11 17:34:24,-698.54
6687,1989,9,2014-05-11 18:55:03,944.22
8090,1990,76,2014-05-11 22:28:57,766.78
5080,1991,9,2014-05-12 08:02:56,-515.14
4091,1992,65,2014-05-12 21:36:23,-599.96
8526,1993,65,2014-05-14 07:33:33,747.35
8037,1994,76,2014-05-14 07:36:03,667.59
6890,1995,54,2014-05-14 18:53:48,275.35
6148,1996,76,2014-05-14 19:55:58,-234.77
8314,1997,38,2014-05-14 21:58:49,242.43
8576,1998,9,2014-05-16 00:12:08,893.34
3343,1999,27,2014-05-16 03:53:16,990.88
830,2000,54,2014-05-17 09:04:23,-900.61
6805,2001,51,2014-05-17 22:40:40,717.13
3061,2002,20,2014-05-18 21:43:51,-187.21
6432,2003,91,2014-05-18 21:59:19,197.77
2102,2004,51,2014-05-21 02:52:50,788.79
3604,2005,20,2014-05-21 13:18:33,-762.16
6303,2006,54,2014-05-22 12:46:33,-925.8
7169,2007,15,2014-05-23 00:34:29,-271.74
1500,2008,51,2014-05-23 03:57:56,641.87
6031,2009,9,2014-05-23 17:58:07,849.0
7287,2010,15,2014-05-23 19:01:03,455.89
6999,2011,82,2014-05-24 01:48:39,280.79
8821,2012,9,2014-05-24 08:01:41,567.28
7978,2013,9,2014-05-24 12:24:27,-395.12
1757,2014,9,2014-05-24 21:03:36,423.93
5881,2015,27,2014-05-24 22:52:38,760.83
3964,2016,82,2014-05-26 01:34:47,225.46
6538,2017,27,2014-05-26 19:21:06,-481.76
99,2018,100,2014-05-27 00:00:00,0.0
4814,2019,82,2014-05-27 09:57:11,-779.79
6828,2020,86,2014-05-27 21:29:18,281.37
62,2021,63,2014-05-28 00:00:00,0.0
2317,2022,100,2014-05-28 12:32:21,985.12
3749,2023,9,2014-05-28 21:38:05,132.77
9097,2024,98,2014-05-29 09:12:50,377.49
2995,2025,63,2014-05-29 10:53:45,973.98
1557,2026,15,2014-05-29 16:30:27,897.01
6942,2027,69,2014-06-02 09:15:24,-239.3
3134,2028,65,2014-06-02 11:07:02,-847.25
827,2029,63,2014-06-02 21:04:37,567.41
1295,2030,82,2014-06-02 22:06:45,-109.35
1683,2031,82,2014-06-03 03:38:56,234.83
5665,2032,65,2014-06-03 05:47:31,-761.51
2564,2033,82,2014-06-03 10:34:25,737.43
675,2034,9,2014-06-03 12:08:25,297.86
7688,2035,100,2014-06-03 19:56:46,-611.54
8531,2036,63,2014-06-04 00:30:37,-482.18
2185,2037,63,2014-06-04 01:32:18,800.76
6870,2038,65,2014-06-04 06:03:07,-123.14
4968,2039,28,2014-06-04 12:46:32,-886.54
3137,2040,36,2014-06-04 21:07:15,374.83
1382,2041,82,2014-06-06 23:34:32,370.49
6395,2042,9,2014-06-07 08:11:39,313.4
3248,2043,82,2014-06-07 13:57:59,-197.25
3501,2044,7,2014-06-07 23:03:36,-78.58
9512,2045,15,2014-06-07 23:25:17,711.64
2262,2046,69,2014-06-08 11:29:06,898.6
1871,2047,28,2014-06-08 11:45:16,325.18
2524,2048,63,2014-06-09 19:42:23,224.29
6967,2049,51,2014-06-09 20:14:25,-186.18
3799,2050,7,2014-06-09 22:54:06,893.77
5004,2051,9,2014-06-10 19:57:04,831.49
851,2052,63,2014-06-10 23:15:20,993.29
6691,2053,7,2014-06-11 03:26:42,182.38
5828,2054,54,2014-06-11 10:59:44,921.28
6787,2055,63,2014-06-11 18:19:32,450.02
3212,2056,54,2014-06-11 22:07:13,208.65
7073,2057,9,2014-06-12 03:11:54,537.65
6446,2058,63,2014-06-12 03:47:00,67.95
5941,2059,96,2014-06-12 23:21:50,734.1
4144,2060,28,2014-06-13 02:33:19,304.2
4884,2061,9,2014-06-13 03:40:59,416.69
8107,2062,7,2014-06-13 14:24:15,888.1
4201,2063,76,2014-06-14 05:09:57,253.82
5215,2064,36,2014-06-15 15:47:43,976.39
2811,2065,9,2014-06-16 07:14:26,268.56
5529,2066,65,2014-06-16 10:24:19,-233.66
150,2067,65,2014-06-16 23:24:03,420.02
336,2068,65,2014-06-17 12:10:46,973.34
4504,2069,9,2014-06-17 16:45:54,94.88
7319,2070,63,2014-06-17 20:32:53,346.65
389,2071,65,2014-06-17 21:05:40,38.76
4716,2072,82,2014-06-17 21:27:58,851.4
3770,2073,91,2014-06-18 00:50:41,172.48
3296,2074,63,2014-06-18 03:41:57,-12.74
6060,2075,82,2014-06-18 19:27:56,-351.25
21,2076,22,2014-06-19 00:00:00,0.0
6445,2077,82,2014-06-19 18:51:37,928.69
1230,2078,69,2014-06-20 05:25:32,-203.4
3796,2079,9,2014-06-20 06:06:44,392.29
6505,2080,9,2014-06-21 06:01:50,821.83
8114,2081,36,2014-06-21 10:36:05,-516.62
8321,2082,63,2014-06-21 23:18:09,-162.78
4710,2083,96,2014-06-23 00:19:10,372.28
2358,2084,15,2014-06-24 13:20:04,-833.54
